User Name,Thumbnail URL,Comment Time,Likes,Comment Text
Zohaib Zahid Malik,,2 years ago,0,Very informative video specially for beginners like me.
Muhammad Safi Ullah,,8 months ago,0,Very informative content you're uploading :)
Menz Talk,,2 years ago,0,Can Anyone tells me What is the fee of UET Taxila per semester?
arham rasheed,,1 year ago,0,Bro can you make a separate video on how to get an internship?
Umair Mehmood,,2 years ago,0,Thank you for this I learn many things 
Hashim Khan,,1 year ago,1,Please make this kind of conversation for Web developers
Venturous ME,https://yt3.ggpht.com/xJOCWVzH6Tc4u2K1QNU8a4LZbqflYufhjqqdCPxxylsQBdgLH76bpSBHLfkjoakTMLqJwceSpg=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Very very underrated channel. I love your content bro
Bilal Ahmed Khan,https://yt3.ggpht.com/ytc/AGIKgqMAeiCL27Ht8HcGxyaiyVDOEYmerZdIFwxE6VBtbQ=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Highly insightful. Thank you for making such amazing content Ehmad!
Aliyan Ahmed,https://yt3.ggpht.com/ytc/AGIKgqPbka_YVMknFdJ7LLBnzwXAjDfmogG0qg-7xUU4=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,"learnt alot , MA SHA ALLAH!
Nano-degree means kind of diplomas and online courses?"
Farhan Ahmad,https://yt3.ggpht.com/ytc/AGIKgqPSIfL2KPnBRlK-HoVZsCM9lPYHkCkhI79U8A=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,ThankU so much Muzamil Hasan for sharing 
Farhan Bajwa,https://yt3.ggpht.com/ytc/AGIKgqO30pi_LHRc4KxNXSokw6MfyZ1hP1D_vAFWX59T=s48-c-k-c0x00ffffff-no-rj,2 years ago,2,"I am a student of BSSE 1st semester at the University Of Sargodha the thing's that I heard is that such companies do not hire from such universities like mine, They hire a graduate from Universities like Fast, Must, GIKI and ITU, I am looking for advice what I can do during my degree so that I can get a job at Companies like ArbiSoft."
