User Name,Thumbnail URL,Comment Time,Likes,Comment Text
Zohaib Ashraf,https://yt3.ggpht.com/uQTmesYLz0tfMvRquN4MjyVNja3cDYNrHs_FFUHF48EwBWLnAhOshogbXIhSrZPuEMTe1hHFLHk=s48-c-k-c0x00ffffff-no-rj,10 months ago,0,yr make more videos those who get job in foreign countries?
Tobi,https://yt3.ggpht.com/Mv8yGMrePj_WFMVzFAI68BAtHTITJqb9-X5NKZEAajJqE44nodvbB-dJZWJLA1_PnFJI01JP7Q=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Bhai mujhy apki help chahiye computer mein maths mushkil hai ya assan hai??
Be Fantastic,https://yt3.ggpht.com/-UNQnFxkbiZ1g0Kis6tO2b2yHV_2LZL54fhbQGyTYsgI9I64qGg87RPneVmyhYjVZRjHk9tU-w=s48-c-k-c0x00ffffff-no-rj,1 year ago,2,"Ehmad Bhai, What is the process of getting intership in Arbisoft or System limited or any other  Software house?"
Ranom Tech,https://yt3.ggpht.com/YOVriXedNjGwySaatx_qyKmWCPc4vBGwnzaJnr70wanFhe6YZWltAIKZVwnFNE1Wqd9P0bknAw=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,29:15 Bohat Maza Aye ga Aap ko 
Gaming And Tech,https://yt3.ggpht.com/ytc/AGIKgqOt0jlGi2thKOLeBiuxMHCuSvwaFe6qBpIsRaLxTg=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Is softwear engineering is booring or not
Subhan Liaqat,https://yt3.ggpht.com/ytc/AGIKgqOSbldCT3Vvp0adyqAaAeXTTGczlMPEODMQcaedEg=s48-c-k-c0x00ffffff-no-rj,1 year ago,2,My favorite  channel on YouTube
Salman,https://yt3.ggpht.com/ytc/AGIKgqMeE7TGLWUgzOfvzYFE-CLt0AA4J2iI8au2dlq-4g=s48-c-k-c0x00ffffff-no-rj,1 year ago (edited),2,4-5 mahine lagaye after job offer to get the visa? toh company ney itni dair kaya kiya? remote job?
Ahmad Ammar,https://yt3.ggpht.com/ytc/AGIKgqMiEwnquCu3-ZSSQQXpU7oF_OI_Fah-4N3_Ng=s48-c-k-c0x00ffffff-no-rj,1 year ago,1,Timestamps pleaseee
us KHAN,https://yt3.ggpht.com/ytc/AGIKgqP1Iunel2ww_afC-9ktAYNhRoINICqxGSPTUdK3=s48-c-k-c0x00ffffff-no-rj,1 year ago,1,sir ak video ka request ha please batya huma ka Web development or software development or data science kon sa best field ha for best career
Sheheryar Malik,,1 year ago,1,Zalendo kaisi company ha maray uncle uss company main senior software engineer hai.
Mohd Kashif Salmani,,1 year ago,2,Good One Brother 
Mian Khalid,,1 year ago (edited),2,"""Bohat maza aaye ga apko"" - Usman Abbasi
Quote of the day hogya ... Or maza aa gaya  
Timestamp = 29:15 (thank me later)"
Shahmir Raza,,1 year ago,2,Can a CS student choose to become a backend developer/engineer?
Muhammad Usman,,1 year ago,2,Please make a video with software quality engineer Manual/Automation in Germany
Hadi Ali,,1 year ago,1,usman bhi ki voice zara low thi buss....
Talha .z7,,1 year ago,1,Camera thek Nahi yeh dono ak dosray ki taraf dakh kr bat kr ray hay bas
Zain Zia,,1 year ago,6,Man add the timestamps plz
Hadi Ali,,1 year ago,1,"awaz ki shidat ko thora mazeed bahter ker le.
baki bahtreen he."
Mr. ShadiRegistrar,,1 year ago,2,Great Insights..
Veli Alizade,,1 year ago,1,"Dude, if you make video title in english then speak in english.  There are not even subtitles. You wasting time of other people."
mehran javid,https://yt3.ggpht.com/ytc/AGIKgqPj7XqtYpQjhHaPYRDSbuD-OYFz4bTOwT_-QX_FSw=s48-c-k-c0x00ffffff-no-rj,1 year ago,2,link you've provided in the video details is not working?
Maryam Jamil,https://yt3.ggpht.com/ytc/AGIKgqOC7M2u3AoyxGyhf-4mYzpzf258vR0FmxSjMQ=s48-c-k-c0x00ffffff-no-rj,1 year ago,2,
Tuaha Tayyab,https://yt3.ggpht.com/ytc/AGIKgqOP5JEKnFlYNCnwHxhDmnhAU4wu7lG8yHdl-7x9Rg=s48-c-k-c0x00ffffff-no-rj,1 year ago,2,Informative
Aizaz Haider,https://yt3.ggpht.com/txWp1AsLXMla_DgV3y2E6kKLuHEsqPj7ZXQhmZNoqfec_FgEePBNBgFMRz4efope_o5nWgnjyQ=s48-c-k-c0x00ffffff-no-rj,1 year ago,1,4400*
Ahmad Waheed,https://yt3.ggpht.com/ytc/AGIKgqN2m8GmFg33DyF4GZKPVlSKpaf4g--YsTb-9Pd0=s48-c-k-c0x00ffffff-no-rj,1 year ago,2,First view
Salman Saeed,https://yt3.ggpht.com/ytc/AGIKgqO7XDVd-2N6nLAiN0_BFGhsRZH59BvjJBdHLgyVYys=s48-c-k-c0x00ffffff-no-rj,1 year ago,2,2nd
