User Name,Thumbnail URL,Comment Time,Likes,Comment Text
Naima Shaikh,https://yt3.ggpht.com/ytc/AGIKgqMiqO4z-JNyBxUKn1qGrgXblI2SxUI-I9z9bxrd=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,"Hi Ehmad,  you’re doing a good job. 
Can you please share the link of the resources you mentioned in the slides ?"
Syed Faateh Sultan Kazmi,https://yt3.ggpht.com/ytc/AGIKgqPJxq-LuIXK2kgQOEY1Ma98jyYx6JhGzS-Z9C-VUuk=s48-c-k-c0x00ffffff-no-rj,2 years ago,3,Ehmad bhai I had an interview today and believe me these tips really helped to prepare my mind an plan accordingly  thanks
Muhammad Talha,https://yt3.ggpht.com/ytc/AGIKgqNiLvcRESYNM6lJ-Q5uLwFuqJAHyVHShcnKNQ=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Ehmad Zubair bhai you should have added the resources in the description. It would have helped us a lot
Diwan Muhammad Ali,https://yt3.ggpht.com/ytc/AGIKgqOASqlqt_cWjTAk2aylAyHAQpYffmMWEORBWC7s2Q=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Brother please tell me I've completed my IT and can i go for software engineer interview or related field in software engineering or I've to choose another domain for this or can i go for software engineer jobs with the right knowledge about the basic development knowledge?
ali ahmad khan,,2 years ago,0,"Very informative Thank you, sir."
Muhammad Haseeb,https://yt3.ggpht.com/ytc/AGIKgqPpmQm95xmRocYFImEqblhlINAk8b5OLLCtiyiTfQ=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,"Bhai VU of Lahore ky CS/SE ka course outline almost same ha 80/90%
and InshaAllah next month I'll go for one of them, I'm here just to check comparison of them 

 
 
VU sy ye Degrees krny ky baary ma apka kya POV ha !"
Ahmad_Waheed,https://yt3.ggpht.com/M5H5pJJrA_zPkB8vhtPqWunptdCLaxEunx8QgTbUy9DyF7Chg_ygCyan1_4eXNr1JO0Hb53L=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Good Ehmad Bahi
Tech Insider,https://yt3.ggpht.com/ytc/AGIKgqPGVmwITwEb_TlfFgcbOqhHVD7T6ga9h_GDCy9q=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,️️️️️️
u know guy,https://yt3.ggpht.com/sXu-_x4J8QDT9i86qc4U8mH0hKZWiSobl_RZNv2erJtBDhIEMr1p7iNHZbKSIUu0f-z1R8XxFA=s48-c-k-c0x00ffffff-no-rj,2 years ago (edited),1,sir mera aik sawal ha mujhe Python. front end web development ati ha or flutter bhi ata ha laiken ma 16 ka ho kia mujhe koi internship mil gayi Gi?
