User Name,Thumbnail URL,Comment Time,Likes,Comment Text
Nouman Ahmad,https://yt3.ggpht.com/L414kdGd87i8OSrNu5S3ZK9kA-qiET6TqWmrP7vlBOx2PtvZjjf5zfjmHhCIJmarJdnWTJi7=s48-c-k-c0x00ffffff-no-rj,1 month ago,0,"Sir, kindly invite UX/UI designer on your channel"
MUHAMMAD HARIS,https://yt3.ggpht.com/ytc/AGIKgqM3xXyMcCe_nFAoodA6QnXoNEzgNV0iY7I4HT0KKA=s48-c-k-c0x00ffffff-no-rj,1 month ago,0,I am in love with this excellent conversation 
k191281 Sarfaraz Ali Shaikh,https://yt3.ggpht.com/ytc/AGIKgqODKIIT4oX0yruzfMiu3IEhMqP4p-11ONKMUg=s48-c-k-c0x00ffffff-no-rj,1 month ago,1,"sir kindly make video on devops as career for fresher 
market expectation and test and interview of devops fresher hiring"
Mahmood Sultani,https://yt3.ggpht.com/ytc/AGIKgqMxirk4bNFr9Rcb4KsThmmW7oq-kqVflKPLlEQgYA=s48-c-k-c0x00ffffff-no-rj,9 days ago,0,Big Fan Sir 
Ali Ghazanfar,https://yt3.ggpht.com/oCqszIGPT57sW5kqVDR3ATmBTn8oP82wF4eLp1hofWLK_XkqP1kHmA4x8Ng9IriOFE9kMDV86Q=s48-c-k-c0x00ffffff-no-rj,1 month ago,0,"100K plus for a fresh software engineer? I don’t think so even in top 5% like arbisoft, devsinc etc. 

50k to 60K is range for fresh SE in Pakistan."
