User Name,Thumbnail URL,Comment Time,Likes,Comment Text
Aman Rajpoot,,4 months ago,0,"I have done fsc pre med but now I am switching my field so I have to start from basic level it'll not easy I know 
Anyone here who can help me ?"
Abdul Rehman,,2 years ago,2,I am Your Permanent Viewer KEEP GOING GREAT WORK Sir
Daniyal Siddique,,2 years ago,1,More videos please. I want more knowledge from you.
Flutter Javascript,,2 years ago,0,"nice.
keep making more videos."
NotMetal 0-1,,2 years ago,0,What if you do freelancing as s side gig during your time in university?
Zain Khan,,9 months ago,0,"Agr koi university PEC sa recognized na hon toh kia admision lena chai.?
Oar university ka pta kesy chalta hain ka yeh PEC sa recognized hain??"
Talha Javed,,1 year ago,0,"Sounds Good  
 I need That mentorship."
Syed Muhammad Ali,,2 years ago,0,"Sir video achi thi but app ki is video sy bhot sy people ka mind divert ho sakta hy . Simple solution is . Your video title ""freelancing vs software house"" that may be easy to understand for layman"
Hassan Amir Khan,,2 years ago,1,Agreed.
maher aitzaz,,1 year ago,1,"PLZ SIR YAH BTAYE AP NA GRADUATION KIS  MA KI HAI OR INTER MA AP NA KIA PARHA HAI OR SOFTYWARE ENGINEER KA LIYA KTNA PERCENTAGE MARKS HINA CHAIYE
PLZ REPLY"
Valorant Shorts,,1 year ago,0,Content is too good
Nimra Ghous,https://yt3.ggpht.com/ytc/AGIKgqPFYHPXVr8RBb6BwdHojhMIBRAG1AHTFxMH2Q=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,As a Software engineer can we work on artificial intelligence?
Usama Saeed,https://yt3.ggpht.com/ytc/AGIKgqP-Rqv4T7KE27NB4uzOXtUfLeFiwqpBdKeFUdO1MA=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,without cs degree can we go in this industry
christ followers,https://yt3.ggpht.com/11cXn9SWG_qTPJrKcAw2qYSu2lUjv5XgrbOX_bPZ8vZ5aA6yMctdiDhyRfGrvnXrt58AUyS_pQc=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Also please tell its subject
Shahzad Ali,https://yt3.ggpht.com/ow89cuxZqSF9cnJDrPBAclAm--3F6w3dvPBNYi7oe8roYvXAQmfHJ-dabVr-dfVTkKxb9ookAI4=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,Sir can u guide me what should i choose  software or computer science bcz i am new i dont know much about computer. So mje lagta ha computer sae ha pher be sir kindle  aap guide karden. Thank u
Tooba Rizwan,https://yt3.ggpht.com/ytc/AGIKgqMHnJecxmw3Yh1HaEWwNZN4UhWr0ND6mkkZDsYJtkE=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,plz tell me about which is much better BS IT or BS SE  as i have not enough knowledge about this
junid junid,https://yt3.ggpht.com/ytc/AGIKgqO39_eBzGwYT9a04uU_VDixzqACUUq0E5dJEZOr=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,aslam aliukom sir  ma janna catha how inter ma F C kary ya computer sincie g plez gudi me
christ followers,https://yt3.ggpht.com/11cXn9SWG_qTPJrKcAw2qYSu2lUjv5XgrbOX_bPZ8vZ5aA6yMctdiDhyRfGrvnXrt58AUyS_pQc=s48-c-k-c0x00ffffff-no-rj,1 year ago,1,Sir im in 11th grade.i have a dream to become a software engineer.please guide me in this field please tell its scope  and income plz plz plz
faisalabad bot,https://yt3.ggpht.com/ytc/AGIKgqMCPRcsXb23Cba54MRqykw2IwmwTaGZE0mO9A=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Aslam.o.alikum
MAKKAH PAK MADINA PAK,https://yt3.ggpht.com/ytc/AGIKgqMVelUvbuNL8MZbPA-68cK5AxMHHGrbWt4CNMh1=s48-c-k-c0x00ffffff-no-rj,2 years ago,1,"I agreed,"
ABDUL QADIR,,1 year ago,0,Israel ki company h fiverr
Hamid Chughtai,,2 years ago,1,Excellent
Ubaid,,2 years ago,0,Good
Hammad Arif,,2 years ago,2,how to find mentors in software engineering
Arham Usmani,,2 years ago,0,Sir please guide If I wants to go abroad through this degree from vu .After I will apply master degree in usa?
MAKKAH PAK MADINA PAK,,2 years ago,0,Sir create a vedio on who to get order on fiverr?
Syed Tasaduq Hussain Bukhari,,2 years ago,0,Is software engineering a good field??
Sana Saeed zaman,,2 years ago,0,Sir mujha computers netwark ma kam karna mujha buth passand ha  plz gait me
Zulqarnain Awan,,1 year ago,1,Great sir! Will you become my mentor.
awais raza,,2 years ago,0,sir how to find good mentors.
ahtisham jafir,https://yt3.ggpht.com/RIHg4ztKNJE6p89UERTwXlOzfbzrUz2kxW9zv-xzdf8INfSo9Y5twFbo_QotiK9yJy-_iT3w_A=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Software engineer ki salary kitnii hoti ha sir
Nadeem khan,https://yt3.ggpht.com/ytc/AGIKgqOiz3IheP8FoUR2ZuEsy0RkKIBNsNRxIj_5MyVy4g=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,disappointed :(
taha ali,https://yt3.ggpht.com/QsthBKL636E7CA1O1uywuZL9bPsdQ47HDyLRUK5orTnXB-E0cREsyvOdZbtvumohg1G-O2p8bA=s48-c-k-c0x00ffffff-no-rj,1 year ago,0,"sir app ki awaz larkiun wali kiun hen 
mardo wali koi qolity nhi app mai 
"
faisalabad bot,https://yt3.ggpht.com/ytc/AGIKgqMCPRcsXb23Cba54MRqykw2IwmwTaGZE0mO9A=s48-c-k-c0x00ffffff-no-rj,2 years ago,0,Bhai Jan Mara sath bat kran apsy kch bat kran ha
